time;averagePm10;averageAirTemp;averageDewPointTemperature;averageRelativeHumidity;averageAirPressure;averageWindDirection;maxWindSpeed;averageWindSpeed;rainIntensity
"2018-01-01 00:00:00";;8.7133333333333;1.79;61.846666666667;980.835;212;3.3;1.82;0
"2018-01-01 01:00:00";;7.605;1.685;66.158333333333;980.48833333333;76;1.6;0.655;0
"2018-01-01 02:00:00";;7.1233333333333;1.5666666666667;67.778333333333;979.93;147;1.8;0.97833333333333;0
"2018-01-01 03:00:00";;5.02;0.70833333333333;73.771666666667;979.475;353;1.4;0.64166666666667;0
"2018-01-01 04:00:00";;3.4483333333333;-0.115;77.5;979.24333333333;322;1.5;0.76;0
"2018-01-01 05:00:00";;2.995;-0.37333333333333;78.551666666667;979.08833333333;325;1.2;0.71333333333333;0
"2018-01-01 06:00:00";;2.53;-0.845;78.48;979.75666666667;293;1.6;0.85833333333333;0
"2018-01-01 07:00:00";;2.6133333333333;-0.65;79.1;980.68333333333;239;1.8;0.61666666666667;0
"2018-01-01 08:00:00";;3.39;-0.14333333333333;77.645;981.03666666667;197;1.8;0.71833333333333;0
"2018-01-01 09:00:00";;5.3716666666667;0.79;72.34;981.09166666667;238;2.4;1.3033333333333;0
"2018-01-01 10:00:00";;6.2983333333333;1.035;69.063333333333;980.87166666667;300;2.8;1.015;0
"2018-01-01 11:00:00";;6.2616666666667;1.1116666666667;69.625;981.21;279;2.8;1.6216666666667;0
"2018-01-01 12:00:00";;6.8283333333333;1.115;67.016666666667;981.175;273;3.9;2.16;0
"2018-01-01 13:00:00";;6.6866666666667;1.4633333333333;69.34;981.275;285;2.7;1.3616666666667;0
"2018-01-01 14:00:00";;6.5116666666667;1.72;71.436666666667;981.08666666667;321;2.4;0.92333333333333;0
"2018-01-01 15:00:00";;6.8133333333333;1.4933333333333;68.878333333333;980.79166666667;289;3;1.2683333333333;0
"2018-01-01 16:00:00";;6.3566666666667;1.575;71.493333333333;980.75166666667;311;1.5;0.82833333333333;0
"2018-01-01 17:00:00";;6.3616666666667;1.2016666666667;69.606666666667;980.47666666667;333;1.4;0.77;0
"2018-01-01 18:00:00";;5.8633333333333;1.0466666666667;71.253333333333;980.54666666667;274;1.4;0.655;0
"2018-01-01 19:00:00";;4.6083333333333;0.84;76.518333333333;980.42166666667;235;1.1;0.48833333333333;0
"2018-01-01 20:00:00";;3.6733333333333;0.18833333333333;77.988333333333;980.41833333333;277;1.2;0.46;0
"2018-01-01 21:00:00";;2.6083333333333;-0.59166666666667;79.531666666667;980.55333333333;293;1.4;0.92833333333333;0
"2018-01-01 22:00:00";;1.2566666666667;-1.8616666666667;79.801666666667;980.72333333333;272;1.4;0.59166666666667;0
"2018-01-01 23:00:00";;-0.066666666666667;-3.085;80.148333333333;980.74666666667;291;1.3;0.575;0
"2018-01-02 00:00:00";;-0.23166666666667;-3.245;80.07;980.67833333333;262;1.2;0.58;0
"2018-01-02 01:00:00";;0.075;-2.9916666666667;79.871666666667;980.36;311;0.7;0.335;0
"2018-01-02 02:00:00";;-0.31166666666667;-3.5083333333333;79.05;980.05333333333;339;1.1;0.63;0
"2018-01-02 03:00:00";;-0.80166666666667;-3.9983333333333;79.013333333333;979.84333333333;292;1.4;0.67333333333333;0
"2018-01-02 04:00:00";;-0.93666666666667;-4.2166666666667;78.398333333333;979.71;286;1.2;0.48333333333333;0
"2018-01-02 05:00:00";;-1.6816666666667;-4.9433333333333;78.356666666667;979.70666666667;282;1.3;0.59166666666667;0
"2018-01-02 06:00:00";;-1.7983333333333;-4.925;79.19;980.05666666667;272;1.3;0.62166666666667;0
"2018-01-02 07:00:00";;-1.47;-4.7633333333333;78.263333333333;980.53666666667;282;1.1;0.40833333333333;0
"2018-01-02 08:00:00";;0.66333333333333;-3.315;74.71;980.605;252;1.1;0.495;0
"2018-01-02 09:00:00";;2.5316666666667;-1.885;72.708333333333;980.59;215;0.8;0.50666666666667;0
"2018-01-02 10:00:00";;3.735;-1.115;70.676666666667;980.57333333333;241;1.3;0.635;0
"2018-01-02 11:00:00";;4.2766666666667;-0.495;71.103333333333;980.51166666667;280;2;0.72666666666667;0
"2018-01-02 12:00:00";;4.8333333333333;-0.47833333333333;68.495;980.46;287;1.9;1.095;0
"2018-01-02 13:00:00";;5.5066666666667;-0.28666666666667;66.333333333333;980.7;273;3.8;1.8666666666667;0
"2018-01-02 14:00:00";;5.4733333333333;-0.18;66.975;981.22833333333;280;3.7;2.335;0
"2018-01-02 15:00:00";;5.1383333333333;0.15666666666667;70.261666666667;981.87833333333;281;3.6;2.3783333333333;0.0083333333333333
"2018-01-02 16:00:00";;4.8983333333333;0.22666666666667;71.795;982.27333333333;277;3.2;2.39;0
"2018-01-02 17:00:00";;4.8966666666667;0.16;71.425;982.68166666667;276;3.3;1.9916666666667;0.011666666666667
"2018-01-02 18:00:00";;4.7683333333333;-0.145;70.543333333333;983.025;260;4.4;2.08;0
"2018-01-02 19:00:00";;4.5983333333333;-0.485;69.555;983.51;277;4.4;2.495;0
"2018-01-02 20:00:00";;4.4333333333333;-0.67666666666667;69.431666666667;983.91833333333;273;3.4;2.1316666666667;0
"2018-01-02 21:00:00";;3.9816666666667;-0.13333333333333;74.601666666667;984.225;270;5.1;2.5;0
"2018-01-02 22:00:00";;3.8816666666667;0.105;76.336666666667;984.295;273;3.4;1.9666666666667;0
"2018-01-02 23:00:00";;3.935;-0.19833333333333;74.475;984.29;276;3.3;1.9483333333333;0
"2018-01-03 00:00:00";;3.8266666666667;-0.42666666666667;73.808333333333;984.36666666667;263;3.3;2.0166666666667;0
"2018-01-03 01:00:00";;3.62;-0.60166666666667;73.918333333333;984.17333333333;244;4.2;2.3883333333333;0
"2018-01-03 02:00:00";;3.4683333333333;-0.63333333333333;74.541666666667;983.585;240;2.8;1.4566666666667;0
"2018-01-03 03:00:00";;2.985;-0.89666666666667;75.648333333333;982.57833333333;250;2;1.09;0
"2018-01-03 04:00:00";;2.125;-1.3933333333333;77.548333333333;981.78833333333;261;1.4;0.47166666666667;0
"2018-01-03 05:00:00";;1.445;-1.9183333333333;78.376666666667;981.05166666667;251;1.2;0.435;0
"2018-01-03 06:00:00";;0.675;-2.64;78.518333333333;980.23166666667;223;1;0.49833333333333;0
"2018-01-03 07:00:00";;1.7333333333333;-2.1733333333333;75.383333333333;978.645;146;1.7;0.66166666666667;0
"2018-01-03 08:00:00";;3.4733333333333;-2.7083333333333;64.025;976.83833333333;190;3;1.4933333333333;0
"2018-01-03 09:00:00";;5.3716666666667;-3.72;52.066666666667;974.56333333333;184;6.3;2.7383333333333;0
"2018-01-03 10:00:00";;5.9966666666667;-4.5533333333333;46.75;972.13666666667;184;5.4;3.12;0
"2018-01-03 11:00:00";;5.9333333333333;-5.2116666666667;44.695;970.14;185;5;3.0866666666667;0
"2018-01-03 12:00:00";;3.8733333333333;-2.1583333333333;65.371666666667;969.32666666667;204;6.3;2.9116666666667;1.045
"2018-01-03 13:00:00";;2.6166666666667;-1.3216666666667;75.313333333333;968.18;162;3.6;2.13;0.85333333333333
"2018-01-03 14:00:00";;3.11;-0.84166666666667;75.328333333333;967.57;135;2.8;1.4483333333333;0.01
"2018-01-03 15:00:00";;3.7116666666667;-0.84166666666667;72.168333333333;967.14333333333;241;2.2;1.0033333333333;0
"2018-01-03 16:00:00";;4.6416666666667;-1.2366666666667;65.728333333333;967.82833333333;265;7.7;2.8016666666667;0
"2018-01-03 17:00:00";;5.825;-1.3066666666667;60.165;968.655;257;8.2;4.9583333333333;0
"2018-01-03 18:00:00";;5.79;-1.2766666666667;60.511666666667;969.15333333333;257;7.1;4.55;0
"2018-01-03 19:00:00";;6.15;-1.2383333333333;59.165;969.95;251;8.1;5.2816666666667;0
"2018-01-03 20:00:00";;5.9316666666667;-1.6316666666667;58.315;970.35833333333;250;6.7;4.11;0
"2018-01-03 21:00:00";;5.695;-1.625;59.338333333333;970.82;251;6.1;3.3516666666667;0
"2018-01-03 22:00:00";;6.0833333333333;-1.5183333333333;58.238333333333;971.09;246;7.5;4.1766666666667;0
"2018-01-03 23:00:00";;6.3266666666667;-1.2566666666667;58.358333333333;971.13;243;6.1;4.7666666666667;0.005
"2018-01-04 00:00:00";;6.025;-0.31833333333333;63.891666666667;971.51666666667;245;8.2;4.0383333333333;0.058333333333333
"2018-01-04 01:00:00";;5;0.41666666666667;72.296666666667;971.96166666667;237;4.5;2.4583333333333;0.135
"2018-01-04 02:00:00";;4.3766666666667;0.66333333333333;76.798333333333;972.115;221;4.1;3.0583333333333;0.038333333333333
